Company Name,Skills Set,Information Link,Description,Posted Time
RocketSoftware,"seniorsoftwareengineer,git,postgresql,softwareengineering,python",https://www.timesjobs.com/job-detail/python-developer-rocket-software-2-to-3-yrs-jobid-l09cU5kf__SLASH__NpzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		WearelookingforSeniorPythonDeveloperstojoinourgrowingteam.ThisisanexcitingopportunitytobeoneofthefirstpeopletojoinournewofficeinVilnius,Lithuania.Wearelookingforprofessionalswithextensiveexperiencetohelpdeliverourcustomsoftwaredevelopmentprojects.PythondeveloperwilljoinexistingperformancemonitoringproductteamswithfocustofullyautomateQAprocess.EssentialDutiesandResponsibilities:Produceclean,well-documented,maintainable,testableandscalablecode.Ensurehigh-qualitysolutionsproducedthroughautomatedtestingandmonitoringcodemetricwithinestablishedguidelinesandtimeframes.Participateinplanning,design,architectureandcodereview.BuildrapidprototypesandworkonfastpacedprojectsWorkeffectivelywithinacross-functionalmulti-siteteam.Providerecommendationsforcontinuousimprovement.Workalongsideotherengineersontheteamtoelevatetechnologyandconsistentlyapplybestpractices.Inspireandmentorjuniorengineersonbestpracticesandprofessionalconduct.RequiredQualifications:ExtensivePythoncommercialexperienceinbackendandintegrationprojects.Goodknowledgeofrelationalandnon-relationaldatabases(PostgreSQL,MSSQLorsimilar).ProficientunderstandingofsoftwaredevelopmenttoolssuchasGitandGitlab.Comprehensiveunderstandingofcontinuousintegrationandcontinuousdelivery(CI/CD)toolsandsystems.ExperienceinanAgileenvironmentusingScrum.PreferredQualifications:MainframeknowledgeExperiencebuildingQAautomationframeworksEducation:Bachelors/MastersdegreeinComputerScienceorequivalentTravelRequirements:0-10PERCENTSalaryrangeforthispositionisbetween55,000and85,000grossbeforetaxes.Salaryofferforthecandidateisdeterminedbasedonthepredefinedsalaryrangesforthepositionanddependsonthelevelofcompetenceandexperienceofthecandidate.JobFamilyGroup:EngineeringJobFamily:Software&QualityAssuranceEngineeringJobProfileName:SeniorSoftwareEngineerEmployeeType:IndividualContributorJobLevel:P4(Advanced)",Posted few days ago
Marktine,"securitycompliance,python,html5,mobile,storage,machinelearning,javascript,database,security,django,debugging,logicdesign",https://www.timesjobs.com/job-detail/python-developer-marktine-jaipur-3-to-5-yrs-jobid-7QSeHnRXEBZzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperDjango/FlaskSkillsAndQualifications:ExpertinPython,withknowledgeofatleastonePythonwebframework{{suchasDjango,Flask,etcdependingonyourtechnologystack}}FamiliaritywithsomeORM(ObjectRelationalMapper)librariesAbletointegratemultipledatasourcesanddatabasesintoonesystemUnderstandingofthethreadinglimitationsofPython,andmulti-processarchitectureGoodunderstandingofserver-sidetemplatinglanguages{{suchasJinja2,Mako,etcdependingonyourtechnologystack}}Basicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3UnderstandingofaccessibilityandsecuritycomplianceExperienceinpandas,numpyandmachinelearningalgoinpython.Knowledgeofuserauthenticationandauthorizationbetweenmultiplesystems,servers,andenvironmentsUnderstandingoffundamentaldesignprinciplesbehindascalableapplicationFamiliaritywithevent-drivenprogramminginPythonUnderstandingofthedifferencesbetweenmultipledeliveryplatforms,suchasmobilevsdesktop,andoptimizingoutputtomatchthespecificplatformAbletocreatedatabaseschemasthatrepresentandsupportbusinessprocessesStrongunittestanddebuggingskillsImplementationofsecurityanddataprotection8.Integrationofuser-facingelementsdevelopedbyfront-enddeveloperswithserversidelogicDesignandimplementationoflow-latency,high-availability,andperformantapplicationsProficientunderstandingofcodeversioningtoolsResponsibilities:IntegrationofdatastoragesolutionsImplementationofsecurityanddataprotectionIntegrationofuser-facingelementsdevelopedbyfront-enddeveloperswithserver-sidelogicDesignandimplementationoflow-latency,high-availability,andperformantapplicationsWritingreusable,testable,andefficientcodeExperience:3-5YearsRemunerationBracket:5-9LPAImmediateJoinersPython#Django#Flask#ORM#DatabaseSchema#VersionControlSystem#ApplicationsImplementation#ApplicationDesigningJobCategory:ITJobType:FullTimeJobLocation:Jaipur",Posted 4 days ago
V3ITCONSULTINGPVT.LTD.,"css,c,informationtechnology,html5,sql,oop,security,java,debugging,html,api,python,javascript,django",https://www.timesjobs.com/job-detail/python-developer-v3it-consulting-pvt-ltd-dehradun-4-to-7-yrs-jobid-9bUjEj5KaaRzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescription:WearelookingforaPythonDevelopertojoinourengineeringteamandhelpusdevelopandmaintainvarioussoftwareproducts.PythonDeveloper'sresponsibilitiesincludewritingandtestingcode,debuggingprograms,andintegratingapplicationswiththird-partywebservices.Tobesuccessfulinthisrole,youshouldhaveexperienceusingserver-sidelogicandworkwellinateam.Shouldbeabletoperformwebscrapingfromacomplexwebsiteusingpythonanddumpthedataintotheexcelsheet.ShouldknowAPIsandhowtouseapublishedAPIinordertocapturethelivedatafromawebsite.KnowledgeofHTMLandCSSisanadditionaladvantage.Ultimately,youllbuildhighlyresponsivewebapplicationsthatalignwithourbusinessneeds.Assessandprioritizefeaturerequests.RequiredSkills:GoodknowledgeinPython,Java,SQL,CLanguage.StrongCoreJava,Python,OOP.Goodhands-onexperienceinwebscrapingfromacomplexwebsiteusingpythonanddumpthedataintotheexcelsheet.Goodhands-onexperienceinAPI'sandhowtouseapublishedAPIinordertocapturethelivedatafromawebsite.KnowledgeofHTMLandCSSisanadditionaladvantage.Writinganeffective,scalablecode.Developingback-endcomponentstoimproveresponsivenessandoverallperformance.Integratinguser-facingelementsintoapplications.Coordinatewithinternalteamstounderstanduserrequirementsandprovidetechnicalsolutions.WorkexperienceasaPythonDeveloper.ExpertiseinatleastonepopularPythonframework(likeDjango,Flask,orPyramid).Knowledgeofobject-relationalmapping(ORM).Familiaritywithfront-endtechnologies(likeJavaScriptandHTML5).Implementsecurityanddataprotectionsolutions.Qualifications:B.Tech4yearsinComputerScience,InformationTechnology,ElectronicsandCommunication,ElectricalandElectronics.JobType:Fulltime.Startdate:ASAP.Experience:1to2yearsinDomain.Location:Dehradun,Uttarakhand.Salary:Asperindustrystandards.(Dependsoncandidateinterviewperformance)Email:careers@V3iT.com",Posted 4 days ago
SilicusTechnologiesIndiaPvtLtd,"bootstrap,artificialintelligence,docker,security,database,postgresql,devops,rest,python,javascript,django,messagequeue",https://www.timesjobs.com/job-detail/python-developer-silicus-technologies-india-pvt-ltd-delhi-ncr-pune-bengaluru-bangalore-3-to-7-yrs-jobid-jlr2nq__PLUS__GQnlzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloperITSoftware/SoftwareServicesPune,MaharashtraDescriptionWeareseekingPythonEngineertojoinourDeliveryteamatIndia(Pune)DevelopmentCenter.Inthisrole,youwillberesponsibleforwritingserver-sidewebapplicationlogic.Yourjobistodevelopback-endcomponents,connecttheapplicationwiththeother(oftenthird-party)webservices,andsupportthefront-enddevelopersbyintegratingtheirworkwiththePythonapplication.Ifyouareatechnologyexpert,withadesiretoprovidepotentialcustomJobResponsibilitiesWriteeffective,scalablecode.Developback-endcomponentstoimproveresponsivenessandoverallperformance.Integrateuser-facingelementsintoapplications.Documentandstructurethecode.Testanddebugprograms.Performtroubleshootinganderrorhandling.Implementsecurityanddataprotectionsolutions.Assessandprioritizefeaturerequests.CandidateProfileEducation:B.E./B.Tech/MCA/MCSExperience:Overall3to7yearsexperienceinwebapplicationdevelopmentusingPython.KnowledgeandSkills:MusthavegoodexperienceinPythonandbewellversedwithJavaScript.StrongimplementationknowledgeofDjango.StrongexperienceimplementingWebAPIsthroughDjangoRESTFramework(DRF).StrongexperienceonvariousPythonlibraries,datamigration,transformationandscripting.GoodunderstandingonwebapplicationdevelopmentconceptssuchasBootstrap,Angular.BeabletorecognizeandwritesyntacticallycorrectPythoncode,recognizedatatypessupportedbyPython,andbeabletowritePythoncodethatwilllogicallysolveagivenproblem.ShouldbefamiliarwithPythonfeaturesandcapabilities,andunderstandhowtowrite,debug,andmaintainwell-informed,welldocumentedPythoncode.ShouldhaveexperienceusingPostgreSQLDatabaseandshouldbecapableofusingORM.ShouldhaveAzureIAAS&PAASknowledgeincludingunderstandingofwebapps,containers,docker&AzureDevOps.ExperienceonCelerycomponentandshouldhaveexperienceinthemessagequeuelikeRabbitMQorRedis.ExcellentCommunication,presentation,problem-solvingandteamworkingskills.CompanyDescriptionInfogainisaSiliconValleyheadquarteredcompanywithsoftwareplatformengineeringanddeepdomainexpertiseinthetravel,retail,insuranceandhightechnologyindustries.Weacceleratethedeliveryofdigitalcustomerengagementsystemsusingdigitaltechnologiessuchascloud,microservices,roboticprocessautomationandartificialintelligencetoourclients.InfogaindeliverspositivebusinessoutcomesforFortune500companiesanddigitalnatives,usingrapidprototypingandasolidfoundationofDevSecOps-basedsoftwareplatformengineeringthatensurehigh-qualityandon-timedelivery.AChrysCapitalportfoliocompany,InfogainhasofficesinCalifornia,Washington,Texas,London,Dubai,IndiaandSingapore,withdeliverycentersinAustin,NewDelhi,Bangalore,Pune,andMumbai.Visitusastolearnmore.",Posted 4 days ago
ZODIACHRCONSULTANTSPVTLTD.,"python,css,restapi,html5,javascript,security,django,html,mysql,angularjs,softwaredeveloper",https://www.timesjobs.com/job-detail/python-developer-zodiac-hr-consultants-pvt-ltd-mumbai-3-to-6-yrs-jobid-QH__SLASH__95gdq6__PLUS__NzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		JobDescriptionRolesandResponsibilitiesResponsibilitiesWriteeffective,scalablecodeDevelopback-endcomponentsusingRESTAPItoimproveresponsivenessandoverallperformanceIntegrateuser-facingelementsintoapplicationsTestanddebugprogramsImprovefunctionalityofexistingsystemsImplementsecurityanddataprotectionsolutionsAssessandprioritizedfeaturerequestsCoordinatewithinternalteamstounderstanduserrequirementsandprovidetechnicalsolutionsRequirements2-3yearsWorkexperienceasaFullStackPythonDeveloperExpertiseinDjangoandAngularjsKnowledgeofobject-relationalmapping(ORM)Familiaritywithfront-endtechnologies(likeJavaScriptandHTML5)TeamspiritGoodproblem-solvingskillsBScinComputerScience,EngineeringorrelevantfieldKeywords:Html/CSSAngularJSDjangoPython",Posted 4 days ago
MERITGROUP,"css,sql,xpath,projectleader,git,xml,json,mysql,python,problemsolving,webcrawling",https://www.timesjobs.com/job-detail/python-lead-merit-group-chennai-6-to-9-yrs-jobid-c5yPXIUj__PLUS__l5zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		DescriptionRole:TechLeadisthefirstlevelofmanagingsoftwaredevelopers,testersandAnalysts.Manageateamof5to8developersandshowtangibleresults.UnderstandtherequirementsfromtheClients/Operationsteamandconvertthemintosoftwaresolutions.Assistinwritingtechnicaldocumentsandhighleveldesigndocument.TrainandCoachtheteamwithbestcodingpracticesandhavesystematicapproachtoproblemsolving.Experience:Aminimumof6yearsofexperienceinwhich4yearsexperienceinPythonwiththewebcrawlingexperienceMinimumoneyearofleadingateamofdevelopersInvolvedinsoftwarespecificationdocumentationWorkingwithScrapyFrameworkisaddedadvantageRequiredSkills:PrimarySkillsPython,SQL/MySQL,ScrapyFrameworkviaPython;SecondarySkillsAWS,XPath/CSSSelectors,JSon,XML,GIT,Proxy,Firwalls,Pandas,Jupyter,RedisProventrackrecordofleadingteamsanddeliveringqualitysoftwaresolutionsGoodcommunication(Verbal&Email)Interpersonal,communicationandpresentationskillsiscompulsoryAbilitytoworkindependentlywithlittleornosupervisionPerformanceManagementSetSMARTgoalsforteammembersbasedonclientSLAs.Ensuretimelycompletionofmonthlyonetoonereviews.Actasanescalationpointforanydisagreementsordisputes.Identifyareasofimprovementwithintheteamandcomeupwithcorrectiveandpreventiveaction.ReportingResponsiblefordesigningandmaintainingaccurateinternalandexternalreports.ResponsibleforupdatingtheprojecttrackerandreportbacktoProjectLeaderorStakeholdersonstatusoftheprojectWillbethesinglepointofcontactforprojectsthatarebeingmanaged",Posted 4 days ago
InfinitiSoftwareSolutions,"python,restapi,svn,security,database,django,git,infrastructure,php,mysql",https://www.timesjobs.com/job-detail/python-developer-infiniti-software-solutions-chennai-2-to-5-yrs-jobid-C62GQprZF55zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Roles&ResponsibilitiesResponsibilitiesDevelopcloud-basedPythonDjangosoftwareproductsWorkingcloselywithUXandFront-endDevelopersParticipatinginarchitectural,designandproductdiscussionsDesigningandcreatingRESTfulAPIsforinternalandpartnerconsumption.WorkinginanagileenvironmentwithanexcellentteamofengineersAbletoconvertanexistingPHPprojectstopythonrestAPI.Requirements2yearsexperienceofPythoncodingskillsandhandsonexperiencewiththeDjangorestAPIframeworkExpertiseinperformance,optimizationandcachingtechniques.ImplementsecurityanddataprotectionsolutionsKnowledgeofobject-relationalmapping(ORM)Soliddatabaseskillsinarelationaldatabase(i.e.MySQL,etc.)KnowledgeofhowtobuildandusewithRESTfulAPIsStrongknowledgeofversioncontrol(i.e.git,svn,etc.)TestanddebugprogramsExperiencedeployingPythonapplicationsintoproductionAmazonWebServices(AWS)infrastructureknowledgeisaplus",Posted 4 days ago
Forstaffing,"algorithms,python,html5,machinelearning,javascript,sql,database,ooad,datastructures,mysql,mvc,technicalskills",https://www.timesjobs.com/job-detail/python-developer-forstaffing-cochin-kochi-ernakulam-3-to-5-yrs-jobid-qEWBuAY19m1zpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		Experience:3-5yearsResponsibilities:Design,development,integration,deliveryofdifferentserversidemodulesinPythonDesign,developmentofHTML5webapplicationsWorkcloselywithproductmanagement,customersupportandSQAtocontinuouslyevolveandinnovatetheproduct.WellversedwithmachinelearningTechnicalSkillsrequired:3-5yearsofhandsonexperienceasaPython,applicationdeveloperKnowledgeandexperienceinbuildingcomplexcloud/enterprise-gradesoftwareFamiliaritywithfront-endtechnologies(likeJavaScriptandHTML5)StrongunderstandingofOOAD,DesignPatterns,Datastructures,andalgorithmsHandsonexperienceinMySQLorsimilardatabaseandSQLUnderstandingofMVCdesignpattern",Posted 4 days ago
APPLYCUPHIRINGSOLUTIONSLLP,"python,webtechnologies,webtechnologies",https://www.timesjobs.com/job-detail/python-trainer-applycup-hiring-solutions-llp-pune-4-to-6-yrs-jobid-3V1Biww1YVJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonTrainerPune,MaharashtraQualification:BE/ME/BCA/MCA-AnyComputer/ITDegreeExperience:4-6YearsSkills:Trainer,Python,CorePythonJobDescription:ExperiencedTRAINERwithproficiencyinPython,CorePython.Candidatewillberesponsiblefortakingtrainingsessions.Mustbeproficientwithpopularwebtechnologies,musthaveapassiontowardsgivingtraining.Shouldhaverelevantyearsofexperienceinteachingordeveloping.",Posted few days ago
simplicitycreationstechnologypvt.ltd.,"python,django,java,html5",https://www.timesjobs.com/job-detail/python-developer-simplicity-creations-technology-pvt-ltd-0-to-3-yrs-jobid-lhGX4Amlw0VzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		job_descriptionMandatorySkillsPython,Django,FrontEnd,Python,HTML5,Angular/NodeJSJavaScript.ResponsibilitiesWritingreusable,testable,andefficientcode.Designandimplementationoflow-latency,high-availability,andperformantapplications.Integrationofuser-facingelementsdevelopedbyfront-enddeveloperswithserversidelogic.",Posted few days ago
zengatv,"python,django,html5,javascript",https://www.timesjobs.com/job-detail/python-developer-zenga-tv-gurgaon-2-to-5-yrs-jobid-__PLUS__GAu6f5FqwdzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		PythonDeveloper>GurgaonPositions:4ExperienceRequired:2YearsResponsibilities:TranslateapplicationstoryboardsandusecasesintofunctionalapplicationsDesign,build,andmaintainefficient,andreliablePythoncodeEnsurethebestpossibleperformance,quality,andresponsivenessofapplicationsIdentifybottlenecksandbugs,anddevisesolutionstotheseproblemsHelpmaintaincodequality,organization,andautomationSkillRequirements:ExpertinPython,withknowledgeofatleastonePythonwebframeworksuchasDjango,Flask,etc.UnderstandingofthethreadinglimitationsofPython,andmulti-processarchitectureBasicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5,andCSS3Familiaritywithevent-drivenprogramminginPython",Posted few days ago
ZIPGRID,"securitycompliance,html5,ajax,database,git,json,debugging,html,api,rest,python,mobile,javascript,nosql,django",https://www.timesjobs.com/job-detail/python-developer-zipgrid-mumbai-1-to-4-yrs-jobid-oXNX__PLUS__8nkMwJzpSvf__PLUS__uAgZw==&source=srp,"JobDescription
		GeneralDescriptionWearelookingtoexpandourdigitalfootprintbyexpandingitsnext-generationplatformformanaginghousingcommunities.PlatformisbuiltonmostmoderncloudplatformGoogleAppEngine.Platformisone-of-its-kindincommunitiesspace:Trulymultitenantandobject-orienteddesignwithappend-onlyschemaMobile-firstandAction-UXasagainstconventionalERP-likemenudrivenapproachMicro-servicesbasedAPIframeworkandbuilt-inintegrationswithappecosystemAgile,models-drivenanddefinitionaldevelopmentmethodology.ExpertinPython,withknowledgeofFlask/Django(PreferableFlask).FamiliaritywithsomeORM(ObjectRelationalMapper)libraries.Basicunderstandingoffront-endtechnologies,suchasJavaScript,HTML5.Experienceonwebserviceintegration(REST,JSON)andAPIframeworkbuildupGoodunderstandingofDataStructureandAlgorithm.Strongunittestanddebuggingskills.Understandingofaccessibilityandsecuritycompliance.Knowledgeofuserauthenticationandauthorizationbetweenmultiplesystems,servers,andenvironments.Familiaritywithevent-drivenprogramminginPython.Understandingofthedifferencesbetweenmultipledeliveryplatforms,suchasmobilevsdesktop,andoptimizingoutputtomatchthespecificplatform.SoundknowledgeofDatabaseDesigning.UnderstandingofthethreadinglimitationsofPython,andmulti-processarchitecture.Proficientunderstandingofcodeversioningtools(suchasGit,Bitbucket).WorkExperienceRequirementMinimum1-4yearsworkexperienceinthedesiredskillset.EssentialSkillsExpertiseinPythonComprehensiveknowledgeofwebstandards(HTML,Javascript,Ajax)BackendTechnologies:GoogleAppEngine,Python2.7,HRD(HighReplicationDatastore(noSQL),BlobStore)Frameworks:Flask(Preferred)orDjangoTools:VCS(Git/Bitbucket),Reporting(ReportLab)PersonalAttributesAttentiontoDetailPatientGoodInterpersonalskillsDedicatedtoensureclosure.AbilitytoworkaspartofateamExcellentcommunicationskillsDesiretolearnandapositiveattitude",Posted 2 days ago
